f10,f02,f07,f18,f15,f21,Month,f12,f06,f04,f19,f05,f20,f16,f09,f17,f14,f03,f08,f11,f01,f13,label
1,0.0,-1.8766,1.6327,1.4212,1,May,2,-2.9176,1,0,0,0.8,0.0,5.0,0.0311,0,5,8,0.0,0.0,0.066666667,0
0,39.63270309,-0.1225,-1.2779,-1.7938,2,Mar,5,1.2473,2,1,0,0.0,1583.596154,120.0,0.0083,27,2,4,0.0,0.0,0.028282828,0
0,0.0,-1.1783,0.4503,-0.0154,1,May,3,-0.1953,1,3,0,0.8,154.5,51.0,0.0533,6,3,7,0.0,89.0,0.02,0
0,0.0,0.9488,1.4474,0.8714,4,Mar,0,-0.865,2,0,1,0.0,148.75,0.0,0.0048,8,2,3,0.0,0.0,0.025,0
0,14.10053333,2.3421,0.3528,-0.553,4,Mar,7,1.4639,2,3,0,0.0,4996.666667,161.0,0.0051,19,2,8,0.008,775.5,0.026,1
0,44.443614,0.1343,0.2316,0.5656,2,Dec,0,0.4237,2,0,0,0.0,529.5,0.0,0.0102,6,1,2,0.0,0.0,0.04,1
0,0.0,-1.8037,1.595,1.3572,1,May,0,0.3908,1,0,1,0.0,359.0,0.0,0.013,27,2,7,0.0,0.0,0.020512821,0
0,0.0,-0.1069,0.8084,1.4868,2,May,11,-0.8353,2,0,0,0.8,419.25,79.75,0.0185,31,3,1,0.006818182,0.0,0.026893939,0
0,0.0,0.7795,-1.5539,-0.8164,2,May,0,-0.2109,2,0,0,0.6,57.0,0.0,0.0484,5,1,3,0.0,0.0,0.04,0
0,0.0,-0.3567,-0.8662,-1.15,2,Mar,0,-0.6443,3,0,0,0.0,945.0108696,0.0,0.04,17,10,3,0.006334842,0.0,0.023889556,0
0,29.88386066,-1.9496,-2.1418,-1.5513,2,Nov,3,1.2414,3,1,1,0.0,1602.94026,114.125,0.0156,64,3,1,0.013432836,13.0,0.028731343,0
1,36.33496365,1.7147,-0.4194,-0.581,1,June,0,0.8432,1,0,0,0.0,353.7866667,0.0,0.0224,13,2,1,0.0,0.0,0.016666667,1
0,0.0,-0.5871,-0.88,-0.9262,5,Nov,0,-2.5844,2,0,1,0.0,0.0,0.0,0.0072,1,1,1,0.2,0.0,0.2,0
0,0.0,1.5106,-1.1452,-0.7409,1,Nov,0,0.5562,1,2,1,0.0,723.7666667,0.0,0.0134,27,2,1,0.011494253,8.0,0.016387521,0
0,0.0,1.8147,-0.004,0.3792,2,May,2,-0.2686,3,0,0,0.0,167.5,107.0,0.0164,14,2,1,0.08125,0.0,0.108333333,0
0,0.0,-1.5624,0.9876,0.8463,2,Dec,0,-0.1915,2,0,0,0.0,421.0,0.0,0.016,19,3,6,0.0,0.0,0.010526316,0
0,0.0,1.0656,0.837,0.8695,2,Feb,2,-1.4516,2,0,0,0.8,298.0,18.0,0.0571,5,4,8,0.0,0.0,0.028571429,0
0,0.0,-0.5883,-0.496,-0.8349,1,June,2,-0.3367,1,0,0,0.0,209.7,13.0,0.0518,17,4,3,0.023529412,0.0,0.038235294,0
0,0.0,-0.0887,0.6165,0.3995,2,Nov,0,-1.2362,2,0,0,0.0,334.75,0.0,0.0215,13,2,1,0.0,0.0,0.030769231,0
0,0.0,1.0071,-0.0656,0.1575,5,May,0,-0.9727,2,0,0,0.0,7.0,0.0,0.0378,4,1,8,0.1,0.0,0.15,0
1,0.0,-0.1518,-0.4467,-0.3879,1,May,1,0.4584,1,0,0,0.0,496.6666667,70.0,0.05,24,2,1,0.0,0.0,0.002173913,0
0,0.0,0.1558,-0.5734,-0.3168,1,Mar,0,0.1691,1,0,0,0.0,326.5,0.0,0.0182,8,3,1,0.1,0.0,0.125,0
1,0.0,-1.169,-0.579,-0.2889,4,Nov,0,0.0328,2,3,0,0.0,271.1666667,0.0,0.0149,18,2,9,0.0,34.0,0.00952381,0
1,0.0,1.4198,-0.3636,-0.7314,1,Dec,0,-0.0501,1,0,0,0.0,475.6666667,0.0,0.0417,15,8,3,0.013333333,0.0,0.013333333,0
0,0.0,1.8009,-0.0114,0.6261,2,May,0,0.8949,2,0,0,0.0,574.0,0.0,0.0333,12,13,1,0.016666667,0.0,0.083333333,0
0,0.0,2.0908,0.1994,-0.2311,2,Nov,0,-0.7887,3,0,0,0.0,168.0,0.0,0.0062,5,2,1,0.04,0.0,0.08,0
0,0.0,1.9737,1.1631,1.2265,2,Nov,6,1.0672,1,1,0,0.0,2572.429487,49.08333333,0.0087,58,2,1,0.00625,619.5,0.020729167,1
0,0.0,-0.497,1.7537,2.1057,2,Nov,0,-0.9936,3,0,0,0.0,65.5,0.0,0.0198,6,13,3,0.066666667,0.0,0.1,0
0,0.0,0.4771,-0.9785,0.1904,1,May,0,-0.073,4,0,0,0.0,576.8333333,0.0,0.05,36,2,1,0.0,0.0,0.019444444,0
0,8.1816,-0.2385,-0.7286,-0.5335,2,May,6,0.2172,2,0,1,0.0,516.4166667,108.9166667,0.0542,24,5,1,0.0,0.0,0.013333333,1
0,0.0,-1.0929,0.3176,0.4629,2,Mar,0,-1.0969,2,0,0,0.0,38.0,0.0,0.019,7,1,3,0.0,0.0,0.042857143,0
0,0.0,-0.2689,0.7734,1.0019,1,May,0,-3.7065,1,0,1,0.0,0.0,0.0,0.0308,1,4,9,0.2,0.0,0.2,0
1,0.0,0.1875,1.0537,0.7278,2,Nov,4,0.9748,3,0,1,0.0,463.5,52.5,0.1,11,11,6,0.0,0.0,0.007692308,0
1,0.0,-0.0242,0.0787,0.4487,2,Mar,3,0.2681,3,0,0,0.0,145.0,281.0,0.0333,6,8,8,0.0,0.0,0.025,0
0,0.0,0.9593,-0.2278,-0.1431,2,May,0,0.6551,3,0,0,0.8,1934.992857,0.0,0.025,103,13,1,0.029901961,0.0,0.044501535,0
0,0.0,-0.449,-0.5317,-0.5734,2,May,0,-0.2556,2,0,0,0.8,601.7901961,0.0,0.025,90,1,3,0.002222222,0.0,0.012763533,0
1,0.0,0.3538,-0.2975,0.2764,1,Nov,0,-1.3016,1,0,0,0.0,17.0,0.0,0.0095,2,2,1,0.0,0.0,0.1,0
0,0.0,-1.5206,-0.9497,-1.4153,2,Dec,11,2.2672,2,0,0,0.0,7609.82065,286.9333333,0.0154,119,1,3,0.0032,0.0,0.015231111,0
0,0.0,0.5932,0.3026,-0.5412,2,Feb,2,0.0186,2,1,0,0.8,2083.530952,31.0,0.1298,36,3,4,0.0,16.0,0.01351025,0
0,4.511078764,0.3489,-0.3923,-0.1517,2,Nov,17,0.742,3,1,0,0.0,2267.472565,195.4864719,0.0139,94,2,3,0.002111614,60.5,0.008213489,1
1,0.0,-0.318,0.2488,1.0952,4,May,5,0.7626,2,0,0,0.0,310.5,389.0,0.0193,5,2,2,0.0,0.0,0.014285714,0
0,3.099,0.4304,-1.4218,-1.8269,2,May,10,0.3492,2,2,0,0.6,2697.487879,166.9318182,0.05,51,19,2,0.004310345,246.0,0.017471264,0
0,0.0,-0.0479,1.1273,1.0712,1,Mar,0,-3.0077,1,0,0,0.0,0.0,0.0,0.0417,1,3,1,0.2,0.0,0.2,0
0,0.0,-1.4074,0.185,0.8023,2,Mar,0,-0.155,2,0,0,0.0,980.25,0.0,0.018,16,3,4,0.0,0.0,0.04,0
0,0.0,0.7625,-0.6897,-0.224,2,Dec,0,0.7034,2,0,0,0.0,332.2916667,0.0,0.025,11,2,2,0.0,0.0,0.009090909,0
0,0.0,-1.5125,0.1694,0.2806,2,Mar,0,-1.5567,2,0,1,0.0,5.0,0.0,0.0114,2,13,1,0.0,0.0,0.1,0
1,0.0,-0.3768,0.7068,0.3152,2,Mar,2,-0.1987,2,0,1,0.0,208.5,37.0,0.0113,15,2,3,0.0,0.0,0.011764706,0
0,0.0,-0.002,0.1862,0.9313,4,Feb,0,0.4323,2,0,0,0.0,684.3333333,0.0,0.0286,11,1,6,0.018181818,0.0,0.063636364,0
0,0.0,0.3799,0.2124,0.6418,1,May,1,-3.4642,1,0,1,0.0,0.0,0.0,0.1333,3,4,4,0.2,0.0,0.2,0
0,0.0,-0.0421,0.7135,1.3267,2,Nov,0,0.6745,2,0,0,0.0,2285.2,0.0,0.0408,31,1,9,0.006451613,0.0,0.04516129,0
0,0.0,0.3259,-0.6074,-0.446,11,Dec,0,0.3608,5,0,1,0.0,705.8333333,0.0,0.0182,7,1,4,0.028571429,0.0,0.085714286,0
0,0.0,1.6089,1.0049,1.2168,4,May,0,0.6615,2,0,0,0.8,453.3333333,0.0,0.0115,26,4,1,0.015384615,0.0,0.034615385,0
0,64.72238907,0.1934,-1.0308,-0.34,2,Nov,5,0.2356,2,0,0,0.0,840.9952922,40.13636364,0.04,35,1,1,0.005263158,0.0,0.012593985,1
0,0.0,0.9834,-0.4198,-0.4587,2,May,0,0.6442,3,0,0,0.0,1501.0,0.0,0.0316,14,4,4,0.093333333,0.0,0.126666667,0
0,0.0,-1.1564,1.2447,1.6967,2,Mar,1,0.2213,2,3,0,0.0,196.2,31.0,0.0161,11,10,1,0.0,62.0,0.013333333,0
0,0.0,-0.5641,0.3078,0.8772,1,May,0,0.6787,1,0,0,0.6,366.0,0.0,0.2,10,3,1,0.02,0.0,0.056666667,0
0,44.99,-0.0405,-0.2671,0.1475,2,May,0,-0.954,3,0,0,0.0,399.0,0.0,0.2,6,5,2,0.033333333,0.0,0.022222222,1
0,0.0,-1.7177,-1.2204,-0.6494,2,Mar,0,-0.0896,2,0,0,0.0,190.0,0.0,0.0308,3,1,4,0.033333333,0.0,0.1,0
0,0.0,1.5421,0.1721,0.0558,1,Mar,0,-1.2915,1,0,0,0.0,69.0,0.0,0.04,4,2,1,0.0,0.0,0.05,0
0,0.0,0.1331,0.3949,0.9602,1,Nov,4,0.2058,1,0,1,0.0,457.9,183.6,0.0583,19,4,1,0.0,0.0,0.022222222,0
0,12.59910233,0.7881,1.0743,0.4097,1,May,5,0.3471,2,0,1,0.0,1660.354762,47.07142857,0.0091,58,3,1,0.003519062,0.0,0.018087558,0
0,2.051882078,-0.6382,1.0656,0.8577,2,June,8,2.4146,2,8,1,0.0,16093.30941,296.86,0.0324,157,5,1,0.007903295,179.5,0.027247449,0
0,0.0,-0.0318,0.4582,0.0421,2,May,2,0.7245,2,1,1,1.0,3393.903571,7.0,0.0207,79,5,1,0.017761848,0.0,0.04031012,0
0,0.0,1.1662,-0.3822,-0.5779,4,May,5,-0.5099,2,0,0,0.0,406.8,78.0,0.0162,21,3,1,0.0,0.0,0.009937888,0
0,0.0,0.2338,0.9224,1.0954,2,May,8,0.8776,3,2,0,0.4,3364.191667,201.3333333,0.0743,116,4,3,0.014957265,5.0,0.024863655,0
0,0.0,-0.7863,0.6562,0.6349,2,Nov,0,-0.73,2,0,0,0.0,115.25,0.0,0.0071,12,1,1,0.066666667,0.0,0.108333333,0
0,0.0,-0.8251,-1.1006,0.0024,2,May,0,0.9068,2,0,0,0.0,601.9714286,0.0,0.0167,33,13,7,0.006451613,0.0,0.012903226,0
0,0.0,-0.3597,0.5114,1.2369,2,Dec,0,-0.2428,2,0,1,0.0,357.0,0.0,0.0158,11,2,7,0.018181818,0.0,0.036363636,0
0,0.0,2.1742,-1.0448,-0.8291,1,May,7,0.6659,1,2,0,0.8,5343.049577,84.66666667,0.0143,110,2,1,0.00877193,60.0,0.029643028,0
0,0.0,1.693,-2.411,-1.8428,2,May,1,0.3559,2,0,1,0.0,212.5,299.0,0.0526,4,1,2,0.0,0.0,0.04,0
0,0.0,-1.1314,-1.1692,-0.7143,2,Mar,7,1.4203,3,0,0,0.0,2126.461941,156.0,0.0104,60,2,4,0.00808768,0.0,0.017066636,0
0,0.0,-0.0561,-1.4371,-1.0016,2,Nov,6,-0.0886,3,0,0,0.0,211.4702381,48.625,0.0252,14,10,6,0.001190476,0.0,0.039520717,0
0,0.0,0.24,-0.1564,0.2936,2,May,0,-1.2929,3,0,0,0.0,255.6388889,0.0,0.0161,23,2,4,0.0,0.0,0.005454545,0
1,0.0,0.4223,-0.3308,0.1321,2,Mar,1,-0.3813,2,0,0,0.0,210.5,54.0,0.0414,6,8,1,0.0,0.0,0.02,0
0,0.0,-1.9941,0.3303,0.6814,2,Dec,0,-0.3077,2,0,0,0.0,67.5,0.0,0.2,2,13,7,0.0,0.0,0.1,0
1,0.0,0.262,-1.07,-0.6521,1,May,1,0.2172,1,1,0,0.0,630.871912,33.0,0.0165,18,3,3,0.0,27.0,0.000292398,0
0,0.0,0.5674,-0.9611,-0.6987,2,May,0,0.5193,3,0,1,1.0,1229.25,0.0,0.1,25,4,3,0.025333333,0.0,0.038133333,0
0,0.0,-0.6776,-0.0906,-0.627,4,Mar,4,0.661,2,0,0,0.0,1128.468254,97.61111111,0.0123,24,1,3,0.038461538,0.0,0.058577534,0
0,0.0,0.4226,-2.4006,-2.2284,5,Nov,0,-0.0362,2,0,0,0.0,242.75,0.0,0.0159,9,2,7,0.0,0.0,0.074074074,0
1,0.0,1.3913,0.5116,0.3065,2,Nov,0,-0.1004,2,0,0,0.0,469.8681818,0.0,0.0181,15,2,8,0.0,0.0,0.014285714,0
1,14.14084367,0.8403,-0.1743,-0.1197,8,Nov,0,1.6233,1,0,1,0.0,1051.166667,0.0,0.0059,21,6,2,0.0,0.0,0.00952381,1
0,0.0,0.3265,0.3786,1.035,2,Dec,2,0.9431,2,0,0,0.0,1870.791667,47.5,0.0864,50,1,6,0.002641509,0.0,0.024025157,0
1,0.0,1.0213,0.2436,-0.5249,1,Mar,3,0.373,1,0,0,0.0,164.0,227.0,0.0234,3,2,3,0.0,0.0,0.013333333,0
0,0.0,-0.1818,0.5133,-0.2144,1,Mar,5,0.1598,1,2,0,0.0,1302.5,65.0,0.2,17,10,1,0.0,34.0,0.016666667,0
0,0.0,-0.1226,2.1103,1.8584,2,May,2,1.0888,3,2,0,0.0,1390.388889,88.0,0.05,23,4,1,0.0,10.0,0.012307692,0
0,0.0,0.4003,-0.6092,-0.9727,2,Nov,1,0.3289,3,0,0,0.0,2492.22402,5.0,0.0286,58,2,1,0.008939014,0.0,0.025864237,0
0,0.0,-1.469,0.8359,0.5847,3,May,0,-1.0539,3,0,0,0.6,724.1333333,0.0,0.1867,20,4,3,0.074074074,0.0,0.083333333,0
0,0.0,-2.1241,-0.4954,0.2736,2,Nov,0,0.2679,3,0,0,0.0,338.5833333,0.0,0.0182,23,10,1,0.0,0.0,0.008695652,0
0,0.0,0.4762,-1.3249,-1.4719,2,May,6,-1.2346,2,0,0,0.0,70.5,106.5,0.0286,3,3,4,0.0,0.0,0.022222222,0
1,0.0,-0.0393,0.2266,0.1161,2,May,6,-1.8361,2,0,0,0.0,34.0,60.0,0.1,4,5,9,0.0,0.0,0.033333333,0
0,0.0,0.1081,0.1312,0.2363,1,Dec,0,-2.0147,1,0,0,0.0,25.5,0.0,0.0456,2,3,1,0.0,0.0,0.1,0
0,0.0,-0.0659,1.1964,0.585,1,Nov,0,-2.4507,1,0,0,0.0,0.0,0.0,0.0223,0,8,8,0.2,0.0,0.2,0
1,0.0,1.3348,0.6825,0.4131,2,Nov,0,-2.7648,3,0,1,0.0,21.25,0.0,0.0048,3,2,1,0.0,0.0,0.066666667,0
0,0.0,0.9956,-0.1132,0.6747,2,Nov,2,1.2218,3,0,1,0.0,968.6444444,21.25,0.0285,33,8,1,0.019191919,0.0,0.023480257,0
0,0.0,0.4901,-0.6504,-0.2528,2,Nov,0,0.3956,3,0,0,0.0,1958.833333,0.0,0.0202,20,1,5,0.011111111,0.0,0.035185185,0
0,0.0,1.1524,-1.5764,-1.7945,2,May,0,0.5495,2,0,0,0.0,158.0,0.0,0.1,4,13,4,0.05,0.0,0.1,0
0,0.0,-0.6101,0.0331,0.3352,4,May,4,1.1561,2,0,0,0.0,5198.533333,47.0,0.008,29,2,2,0.0,0.0,0.019892473,0
0,10.10222222,-1.2839,-0.4466,-1.5013,1,Mar,2,0.5608,1,1,0,0.0,1530.194444,30.0,0.0055,24,10,1,0.007407407,148.5,0.014814815,0
0,0.0,0.7312,-0.383,-0.8632,1,May,0,-0.0342,1,0,0,0.6,72.0,0.0,0.1111,9,3,1,0.022222222,0.0,0.044444444,0
0,0.0,-1.9842,0.1554,0.7036,1,May,0,-2.0687,1,0,1,0.0,14.0,0.0,0.0202,3,4,4,0.155555556,0.0,0.155555556,0
0,6.693658292,-0.0121,1.2205,1.2463,1,Dec,8,0.9065,2,3,0,0.0,1664.14881,111.5416667,0.0074,68,2,1,0.002702703,226.0,0.021846847,1
0,0.0,-2.106,-1.3541,-1.3658,2,Nov,2,1.1612,2,0,1,0.0,2219.866667,7.0,0.0073,63,2,4,0.003174603,0.0,0.023129252,0
0,0.0,-0.6039,-0.2906,-0.4194,1,May,0,-0.3501,1,0,0,0.0,421.25,0.0,0.0263,16,1,1,0.0,0.0,0.013333333,0
0,0.0,0.5054,-0.9063,-0.4595,2,Mar,0,-1.6473,3,0,0,0.0,40.0,0.0,0.0322,1,10,1,0.0,0.0,0.1,0
0,9.15008,0.5449,-1.1351,-1.0959,1,Mar,3,0.82,4,0,0,0.0,505.5833333,16.33333333,0.2,23,2,1,0.008,0.0,0.03,1
0,0.0,-1.2429,0.2348,0.0866,2,May,0,-2.0941,2,0,0,0.0,28.0,0.0,0.0156,2,3,1,0.0,0.0,0.1,0
0,0.0,-0.5679,-0.6424,0.2136,2,Nov,21,0.9594,2,3,0,0.0,3888.278636,157.8883333,0.0155,170,2,7,0.0,84.8,0.004514952,0
0,0.0,0.1134,0.4092,0.1029,1,Nov,0,0.4819,1,0,1,0.0,685.1744048,0.0,0.0461,21,1,8,0.028571429,0.0,0.043174603,1
0,0.0,1.5057,-0.3186,-0.1668,2,May,3,1.7612,2,0,0,0.0,6897.942424,92.0,0.04,134,1,2,0.002985075,0.0,0.008824665,0
1,0.0,0.8367,0.4883,-0.0925,2,May,1,-1.702,3,0,0,0.6,30.0,27.0,0.0116,4,11,2,0.04,0.0,0.08,0
0,0.0,-0.3885,0.999,1.1165,2,Nov,1,1.4592,4,0,0,0.0,2706.375,4.0,0.0062,22,2,1,0.002083333,0.0,0.039814815,0
0,0.0,1.051,-2.1187,-1.783,5,May,2,0.5625,2,0,0,0.0,467.952381,7.0,0.15,21,3,1,0.047619048,0.0,0.068253968,0
0,0.0,0.5077,2.0105,1.5324,2,Mar,0,-0.3567,3,0,1,0.0,181.0,0.0,0.2,8,13,1,0.075,0.0,0.1,0
1,179.307293,1.3775,1.6986,1.3886,2,Nov,0,-0.3392,2,0,1,0.0,138.8733333,0.0,0.0095,7,2,4,0.0,0.0,0.0,1
0,0.0,-0.5642,-1.451,-0.3894,2,May,0,-0.8771,3,0,0,0.0,162.5,0.0,0.05,5,3,1,0.04,0.0,0.073333333,0
1,0.0,0.9203,0.6292,1.389,5,Dec,3,0.0748,1,0,0,0.0,298.875,34.5,0.0286,17,2,1,0.0,0.0,0.014035088,0
0,0.0,0.2277,1.2335,0.9442,2,Mar,0,-1.231,2,0,0,0.0,42.0,0.0,0.0462,2,3,6,0.0,0.0,0.05,0
0,0.0,-0.354,-0.1107,0.3745,2,Nov,3,0.5591,3,0,0,0.0,285.6166667,149.0666667,0.2,19,2,1,0.019047619,0.0,0.019047619,0
0,0.0,-0.1627,-0.1537,-0.7071,2,May,0,0.6381,2,0,0,0.0,319.5,0.0,0.01,36,1,3,0.047777778,0.0,0.088888889,0
0,0.0,-0.7393,1.418,1.0429,1,Dec,2,0.0213,1,0,0,0.0,472.4166667,47.5,0.0933,23,3,1,0.0,0.0,0.032985131,0
0,11.45469444,-1.5492,1.615,1.7674,1,Mar,6,0.7387,1,0,0,0.0,3332.293511,197.8,0.0188,48,3,1,0.0,0.0,0.007847222,0
0,0.0,-0.8734,-1.2847,-1.2589,2,Feb,2,0.5454,2,0,0,0.0,214.8333333,20.0,0.0029,16,6,1,0.0,0.0,0.022222222,0
0,0.0,0.4425,-0.0637,-0.0067,5,Nov,0,-0.7559,2,0,1,0.0,130.0,0.0,0.005,7,10,9,0.057142857,0.0,0.085714286,0
0,0.0,-0.1931,-0.0424,-0.5804,4,Mar,0,-3.0801,2,0,0,0.0,0.0,0.0,0.18,1,1,3,0.2,0.0,0.2,0
0,0.0,1.537,-0.3901,-0.214,2,May,0,-2.652,3,0,0,0.0,0.0,0.0,0.01,1,3,3,0.2,0.0,0.2,0
0,0.0,-0.2144,1.0817,0.7598,2,Mar,2,0.0917,3,0,0,0.0,170.8333333,28.0,0.0917,6,1,7,0.0,0.0,0.007142857,0
0,0.0,-0.9209,-0.4033,-0.7245,1,May,2,0.8039,1,0,0,0.8,1420.472496,37.5,0.0111,55,4,3,0.001212121,0.0,0.005750251,0
1,33.84778378,1.7133,0.1493,-0.5433,2,May,0,0.6262,3,2,1,0.0,868.4166667,0.0,0.0144,36,2,7,0.0,131.0,0.001081081,1
0,0.0,0.1033,-0.3552,0.0046,1,Nov,0,-0.9941,1,0,0,0.0,134.75,0.0,0.0294,9,1,2,0.083333333,0.0,0.124444444,0
0,0.0,-0.417,-0.7422,-1.0892,2,Nov,0,1.5037,2,2,1,0.0,2375.114286,0.0,0.0091,82,1,1,0.007058824,28.75,0.031764706,0
0,17.98756852,-0.5809,-1.3551,-1.8717,10,Dec,1,0.8,2,0,0,0.0,1200.5,0.0,0.0091,58,6,3,0.002298851,0.0,0.017816092,0
0,0.0,-0.1955,1.0762,1.9346,1,May,2,0.3662,1,1,0,0.0,384.4,273.0,0.1222,10,3,1,0.044444444,1.0,0.043386243,0
1,0.0,-0.4731,0.6475,-0.1843,2,Nov,0,-1.162,3,0,1,0.0,112.7083333,0.0,0.0429,6,11,6,0.04,0.0,0.023333333,0
0,60.04549665,2.3831,0.0517,0.4062,2,Mar,2,0.1472,2,0,0,0.0,979.0833333,35.0,0.2,20,2,3,0.0,0.0,0.00952381,1
0,0.0,0.5011,0.1207,-0.3487,2,May,0,-0.7005,2,0,0,0.8,88.0,0.0,0.04,7,1,3,0.0,0.0,0.057142857,0
0,13.9394091,0.6735,-0.7088,-0.0906,2,Nov,0,-0.0227,2,0,0,0.0,444.5,0.0,0.0143,10,1,1,0.0,0.0,0.02,1
0,0.0,-0.3375,2.1469,2.6855,2,May,0,-2.8997,3,0,1,0.0,0.0,0.0,0.0124,2,1,1,0.2,0.0,0.2,0
1,0.0,-0.4764,0.6203,0.5227,2,Mar,0,-0.107,3,0,1,0.0,332.0,0.0,0.0125,8,8,1,0.0,0.0,0.028571429,0
0,0.0,1.0186,1.8049,1.6125,2,May,0,-1.5765,3,0,0,0.8,4.0,0.0,0.0414,4,13,4,0.125,0.0,0.175,0
0,0.0,0.3414,1.2315,0.944,2,Feb,0,-2.8444,4,0,0,0.6,0.0,0.0,0.0667,1,3,1,0.2,0.0,0.2,0
0,0.0,-1.0763,-0.315,-0.3171,2,Mar,0,0.0251,2,0,0,0.0,635.3333333,0.0,0.0169,13,1,4,0.0,0.0,0.009090909,0
0,0.0,-0.5241,-1.5818,-1.7226,2,Nov,6,-0.7313,3,0,1,0.0,125.125,36.0,0.0125,13,1,3,0.047058824,0.0,0.053333333,0
0,0.0,-1.2782,0.2148,-0.328,2,Dec,2,0.0074,2,0,0,0.0,431.5,140.5,0.0129,10,1,2,0.0,0.0,0.006666667,0
0,0.0,0.43,0.2361,0.0363,2,May,0,1.1458,3,0,0,0.8,790.1666667,0.0,0.025,23,13,2,0.0,0.0,0.026086957,0
0,22.02071582,1.0088,-0.7244,-0.1911,2,Nov,9,0.0623,2,0,1,0.0,1342.434295,199.3856838,0.0119,38,2,2,0.0,0.0,0.022542075,1
0,0.0,2.2611,0.6267,0.5578,2,Dec,0,-2.7382,2,0,1,0.0,0.0,0.0,0.05,1,2,5,0.2,0.0,0.2,0
1,0.0,-0.1157,-0.4469,-0.2437,2,Nov,0,-0.6828,2,0,0,0.0,107.1666667,0.0,0.0353,8,2,9,0.0,0.0,0.025,0
0,0.0,-0.4282,-0.5242,-0.5562,5,May,0,-1.7708,2,0,0,0.4,22.5,0.0,0.0667,10,4,1,0.1,0.0,0.106666667,0
0,0.0,-0.2778,-0.2624,-0.2743,2,May,0,-0.324,3,0,0,0.8,214.25,0.0,0.04,13,13,3,0.091666667,0.0,0.097777778,0
0,0.0,-1.5174,0.1878,0.158,2,Nov,0,-2.7171,2,0,0,0.0,0.0,0.0,0.0119,1,1,1,0.2,0.0,0.2,0
0,0.0,0.1839,-0.8829,0.3341,3,Mar,0,-2.4695,3,0,0,0.0,0.0,0.0,0.2,1,3,3,0.2,0.0,0.2,0
0,0.0,-0.9426,0.0684,-0.098,2,May,4,0.1713,3,0,1,0.0,1247.357143,114.3333333,0.0639,55,4,3,0.001886792,0.0,0.010691824,0
0,0.0,-0.4439,2.0663,1.6973,2,May,2,-1.2696,4,0,0,0.2,55.0,40.0,0.0167,4,13,1,0.0,0.0,0.033333333,0
0,0.0,0.7649,0.1537,0.2207,1,Nov,0,0.3277,1,0,0,0.0,335.4166667,0.0,0.2,21,10,1,0.0,0.0,0.018170426,0
0,0.0,0.2238,-0.4488,-0.3198,2,May,0,1.3107,2,0,1,1.0,647.6666667,0.0,0.0213,22,3,4,0.009090909,0.0,0.026060606,0
0,0.0,-0.2309,-2.6799,-2.8725,1,Nov,0,-3.0774,1,1,0,0.0,0.0,0.0,0.0158,2,15,1,0.2,0.0,0.2,0
0,0.0,0.4186,0.39,0.7173,5,Mar,0,-2.998,2,0,0,0.0,0.0,0.0,0.0035,2,1,1,0.2,0.0,0.2,0
0,17.07978235,-0.3872,1.9735,1.3641,2,May,6,0.163,3,1,0,0.2,2050.395743,66.77272727,0.0318,62,4,4,0.005882353,83.0,0.012789661,1
0,0.0,-0.6262,-1.9964,-2.384,2,Nov,0,0.3234,2,0,1,0.0,566.8833333,0.0,0.05,25,1,3,0.0,0.0,0.035619048,0
1,0.0,0.6282,0.1293,0.4168,2,Dec,10,-0.2044,2,0,0,0.0,221.2083333,150.2083333,0.0091,14,2,4,0.0,0.0,0.012698413,0
0,45.92878029,0.6259,2.4324,2.1255,2,Nov,0,0.384,2,1,0,0.0,103.7579088,0.0,0.0667,14,20,2,0.0,56.4,0.026666667,1
0,40.51760545,1.4441,1.0812,1.5302,2,Nov,3,0.71,2,0,0,0.0,2520.056936,99.75,0.01,89,3,1,0.002173913,0.0,0.012934783,1
0,0.0,0.6136,1.9663,2.1035,1,May,2,0.3941,1,0,0,0.6,512.05,22.0,0.0571,22,2,3,0.04375,0.0,0.075277778,0
0,0.0,1.3614,-0.6984,-0.2049,6,Mar,0,-1.4508,3,0,1,0.0,77.0,0.0,0.0265,3,9,1,0.0,0.0,0.066666667,0
0,0.0,1.0603,0.4832,0.681,2,June,6,0.9354,2,1,0,0.0,2001.7,44.4,0.05,38,3,2,0.006342495,0.0,0.030232558,0
0,0.0,1.5284,-1.3039,-0.3791,2,May,12,2.0147,1,0,1,0.0,3258.071212,345.8333333,0.0125,52,2,2,0.0,0.0,0.00327381,0
0,10.3889438,1.6525,0.6649,0.6594,2,Nov,6,0.3027,2,0,1,0.0,1076.958333,115.5833333,0.084,30,3,4,0.0,0.0,0.022857143,1
0,0.0,-1.2125,-0.3235,-0.3404,2,Dec,1,0.8109,2,1,0,0.0,3959.45,18.2,0.019,30,3,6,0.024652778,9.0,0.060590278,0
0,0.0,0.2932,0.9564,1.267,1,Mar,0,-3.5188,1,0,1,0.0,0.0,0.0,0.0167,1,1,1,0.2,0.0,0.2,0
0,0.0,-1.6144,-0.0351,0.185,2,Dec,2,0.7155,3,0,0,0.0,2999.716667,157.25,0.05,29,6,2,0.0,0.0,0.005952381,0
0,8.184095082,-0.7911,-1.3421,-0.9321,2,May,15,0.8033,3,0,0,0.0,2504.413636,591.6636364,0.0074,56,2,1,0.004918033,0.0,0.011662763,0
